ID,Тип,Артикул,"GTIN, UPC, EAN или ISBN",Имя,Опубликован,Рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия скидки","Дата окончания действия скидки","Статус налога","Налоговый класс",Наличие,Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (кг)","Длина (см)","Ширина (см)","Высота (см)","Разрешить отзывы от клиентов?","Примечание к покупке","Акционная цена","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит скачивания","Дней срока скачивания",Родительский,"Сгруппированные товары",Апсэлы,Кросселы,"Внешний URL","Текст кнопки",Позиция,Бренды,"Мета: _eael_post_view_count","Название атрибута 1","Значения атрибутов 1","Видимость атрибута 1","Глобальный атрибут 1","Мета: _uwp_source_url","Мета: _uwp_content_hash"
131,simple,,,"Pureit Ultima",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,45000,Misc,,,https://dakaratech.kz/wp-content/uploads/2026/03/product-img-15.png,,,,,,,,,0,,165,,,,,,
133,simple,,,TasteGuard,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50000,Misc,,,https://dakaratech.kz/wp-content/uploads/2026/03/product-img-14.png,,,,,,,,,0,,144,,,,,,
135,simple,,,"Аква Марс",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,90000,Misc,,,https://dakaratech.kz/wp-content/uploads/2026/03/product-img-13.png,,,,,,,,,0,,212,,,,,,
136,simple,,,AquaFresh,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,70000,80000,Misc,,,https://dakaratech.kz/wp-content/uploads/2026/03/product-img-12.png,,,,,,,,,0,,189,,,,,,
488,simple,нерыНовостиВакансииСтатьи,,"Антискалант для морской воды ""Сила Айсберга"" (кан. 21,5л)",1,0,visible,"<p>Артикул: нерыНовостиВакансииСтатьи</p>","<p><span><strong>Антискалант для морской воды «Сила Айсберга»</strong> – средство ингибирования накипи и минеральных отложений на мембранах обратного осмоса, которые очищают и опресняют морские воды. Позволяет продлевать срок службы мембран за счёт уменьшения минеральных отложений.</span></p>\n<p><span><strong>Состав антискаланта ""Сила Айсберга""</strong> позволяет предотвращать образование минеральных отложений даже в высокоминерализованной морской воде, при этом не нанося вред трубопроводу и самим мембранам. Уменьшение минеральных отложений на мембране способствует продлению срока её службы, что позволяет экономить на её ремонте или полной замене.</span></p>\n<p><span>Доза антискаланта зависит от качества подаваемой в систему воды, в среднем это 2-7 мг/л. Для наиболее точного расчёта Вы можете обратиться к нашим специалистам.</span></p>\n<p><span>Так как реагент является химической продукцией, очень важно соблюдать правила техники безопасности и личной гигиены при работе с ним: работать с ним необходимо в очках и перчатках. При попадании раствора на кожу или глаза промыть большим количеством проточной воды. При необходимости обратиться к врачу. </span><br><span>Правила хранения антискаланта: хранить в тёмном, прохладном месте, вдали от кислот, щелочей, отопительных приборов, при температуре от +5 °С до +25 °C. Гарантийный срок хранения – 12 месяцев со дня изготовления.</span></p>",,,taxable,,1,,,0,0,,,,,1,,,8900,"O Kompanii > Sobstvennoe Proizvodstvo",,,,,,,,,,,,0,,49,"3D-моделирование проектируемых объектов.","Собственное производство систем обратного осмоса и систем водоочистки.",1,0,https://vagner-ural.ru/katalog/reagenty-sobstvennogo-proizvodstva/antiskalant-dlya-morskoy-vody-sila-aysberga-kan-21-5-l/,65e3310212a982e02f1566f2485a42e2
